,Title,Address,Area,Bedrooms,Bathrooms,Garage Cars,Rent,Condominium
1100,Apartamento com 3 Quartos para Venda/Aluguel 122m²,"Rua Pedro Pomponazzi - Vila Mariana, São Paulo - SP",122 m²,3 Quartos,4 Banheiros,2 Vagas,R$ 2.800 /mês,R$ 2.130
1101,"Apartamento com Quarto para Aluguel, 40m²","Rua Frei Caneca, 277 - Consolação, São Paulo - SP",40 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 1.800 /mês,R$ 624
1102,Apartamento com 3 Quartos para Venda/Aluguel 70m²,"Rua Alexandre Calame - Jaguaré, São Paulo - SP",70 m²,3 Quartos,2 Banheiros,1 Vaga,R$ 2.300 /mês,R$ 500
1103,"Apartamento com Quarto para Aluguel, 24m²","Rua Girassol - Vila Madalena, São Paulo - SP",24 m²,1 Quarto,1 Banheiro,-- Vaga,R$ 1.900 /mês,R$ 550
1104,Apartamento com Quarto à Venda/Aluguel 40m²,"Rua Caio Prado, 363 - Consolação, São Paulo - SP",40 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 3.000 /mês,R$ 480
1105,"Apartamento com Quarto para Aluguel, 54m²","Rua Doutor Ivo Define Frasca - Vila Olímpia, São Paulo - SP",54 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 3.400 /mês,R$ 660
1106,Apartamento com 2 Quartos para Venda/Aluguel 95m²,"Vila Andrade, São Paulo - SP",95 m²,2 Quartos,1 Banheiro,2 Vagas,R$ 3.300 /mês,R$ 802
1107,"Apartamento com Quarto para Aluguel, 45m²","Avenida Moema, 260 - Moema, São Paulo - SP",45 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 3.500 /mês,R$ 1.000
1108,Apartamento com 3 Quartos para Venda/Aluguel 180m²,"Tatuapé, São Paulo - SP",180 m²,3 Quartos,5 Banheiros,3 Vagas,R$ 15.000 /mês,R$ 1.200
1109,"Apartamento com 2 Quartos para Aluguel, 120m²","Rua José Antônio Coelho - Vila Mariana, São Paulo - SP",120 m²,2 Quartos,3 Banheiros,2 Vagas,R$ 3.700 /mês,R$ 724
1110,"Apartamento com 2 Quartos para Aluguel, 56m²","Avenida Lacerda Franco - Cambuci, São Paulo - SP",56 m²,2 Quartos,1 Banheiro,1 Vaga,R$ 2.800 /mês,R$ 773
1111,"Apartamento com 2 Quartos para Aluguel, 85m²","Rua Cravinhos - Jardim Paulista, São Paulo - SP",85 m²,2 Quartos,2 Banheiros,1 Vaga,R$ 3.500 /mês,R$ 1.006
1112,Apartamento com 3 Quartos à Venda/Aluguel 125m²,"Rua Marechal Barbacena - Jardim Anália Franco, São Paulo - SP",125 m²,3 Quartos,3 Banheiros,2 Vagas,R$ 4.000 /mês,R$ 1.140
1113,"Apartamento com Quarto para Aluguel, 35m²","Rua Oscar Freire, 1799 - Pinheiros, São Paulo - SP",35 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 3.350 /mês,R$ 444
1114,Apartamento com 2 Quartos para Venda/Aluguel 65m²,"Rua Barão de Jaceguai, 1154 - Campo Belo, São Paulo - SP",65 m²,2 Quartos,2 Banheiros,1 Vaga,R$ 2.700 /mês,R$ 980
1115,"Apartamento com 3 Quartos para Aluguel, 70m²","Avenida Marechal Mário Guedes - Jaguaré, São Paulo - SP",70 m²,3 Quartos,1 Banheiro,1 Vaga,R$ 2.800 /mês,R$ 442
1116,"Apartamento com 4 Quartos para Aluguel, 190m²","Vila Pamplona - Jardins, São Paulo - SP",190 m²,4 Quartos,5 Banheiros,4 Vagas,R$ 18.000 /mês,R$ 2.480
1117,"Apartamento com 2 Quartos para Aluguel, 51m²","Lauzane Paulista, São Paulo - SP",51 m²,2 Quartos,1 Banheiro,1 Vaga,R$ 1.300 /mês,R$ 417
1118,Apartamento com 3 Quartos para Venda/Aluguel 312m²,"Rua Tatuí - Jardim América, São Paulo - SP",312 m²,3 Quartos,4 Banheiros,2 Vagas,R$ 12.500 /mês,R$ 3.006
1119,Apartamento com 3 Quartos à Venda/Aluguel 93m²,"Rua Cônego Vicente Miguel Marino, 275 - Barra Funda, São Paulo - SP",93 m²,3 Quartos,3 Banheiros,2 Vagas,R$ 3.000 /mês,R$ 1.000
1120,"Apartamento com 2 Quartos para Aluguel, 57m²","Praça General Araripe de Faria, 32 - Butantã, São Paulo - SP",57 m²,2 Quartos,2 Banheiros,1 Vaga,R$ 1.800 /mês,R$ 825
1121,Apartamento com 2 Quartos à Venda/Aluguel 64m²,"Avenida Diógenes Ribeiro de Lima - Alto da Lapa, São Paulo - SP",64 m²,2 Quartos,2 Banheiros,1 Vaga,R$ 1.700 /mês,R$ 1.200
1122,"Apartamento com 2 Quartos para Aluguel, 60m²","Rua Francisco Tapajós, 539 - Saúde, São Paulo - SP",60 m²,2 Quartos,2 Banheiros,1 Vaga,R$ 1.500 /mês,R$ 806
1123,"Apartamento com 2 Quartos para Aluguel, 62m²","Rua Roma, 71 - Vila Romana, São Paulo - SP",62 m²,2 Quartos,2 Banheiros,1 Vaga,R$ 2.800 /mês,R$ 628
1124,"Apartamento com Quarto para Aluguel, 35m²","Rua Batista Caetano, 59 - Aclimação, São Paulo - SP",35 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 2.100 /mês,R$ 455
1125,"Apartamento com 3 Quartos para Aluguel, 61m²","Avenida Vila Ema, 1899 - Vila Prudente, São Paulo - SP",61 m²,3 Quartos,2 Banheiros,1 Vaga,R$ 1.980 /mês,R$ 357
1126,Apartamento com 4 Quartos à Venda/Aluguel 160m²,"Rua Antônio de Barros, 2526 - Tatuapé, São Paulo - SP",160 m²,4 Quartos,5 Banheiros,3 Vagas,R$ 3.415 /mês,R$ 1.560
1127,Apartamento com 4 Quartos para Venda/Aluguel 222m²,"Rua Coronel Lisboa - Vila Mariana, São Paulo - SP",222 m²,4 Quartos,6 Banheiros,3 Vagas,R$ 23.000 /mês,R$ 3.377
1128,Apartamento com 2 Quartos para Venda/Aluguel 84m²,"Vila Mariana, São Paulo - SP",84 m²,2 Quartos,1 Banheiro,1 Vaga,R$ 1.700 /mês,R$ 1.250
1129,"Apartamento com Quarto para Aluguel, 30m²","Rua Djalma Coelho, 195 - Vila Madalena, São Paulo - SP",30 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 2.500 /mês,R$ 615
1130,"Apartamento com Quarto para Aluguel, 30m²","Pinheiros, São Paulo - SP",30 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 4.010 /mês,R$ 910
1131,Apartamento com 3 Quartos para Venda/Aluguel 145m²,"Rua Baronesa de Itu, 640 - Higienópolis, São Paulo - SP",145 m²,3 Quartos,4 Banheiros,1 Vaga,R$ 5.000 /mês,R$ 1.888
1132,"Apartamento com 3 Quartos para Aluguel, 89m²","Rua Doutor Fadlo Haidar - Vila Olímpia, São Paulo - SP",89 m²,3 Quartos,2 Banheiros,2 Vagas,R$ 5.800 /mês,R$ 912
1133,Apartamento com 2 Quartos para Venda/Aluguel 70m²,"Rua Alvorada - Vila Olímpia, São Paulo - SP",70 m²,2 Quartos,2 Banheiros,1 Vaga,R$ 2.600 /mês,R$ 920
1134,"Apartamento com Quarto para Aluguel, 51m²","Rua Jaceru, 346 - Brooklin, São Paulo - SP",51 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 2.900 /mês,R$ 573
1135,"Apartamento com 4 Quartos para Aluguel, 220m²","Rua Álvaro Luís Roberto de Assumpção, 166 - Campo Belo, São Paulo - SP",220 m²,4 Quartos,6 Banheiros,5 Vagas,R$ 10.500 /mês,R$ 3.500
1136,"Apartamento com Quarto para Aluguel, 32m²","Rua Brigadeiro Tobias, 478 - Centro, São Paulo - SP",32 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 1.600 /mês,R$ 483
1137,Apartamento com Quarto à Venda/Aluguel 49m²,"Rua das Fiandeiras, 705 - Vila Olímpia, São Paulo - SP",49 m²,1 Quarto,1 Banheiro,2 Vagas,R$ 7.800 /mês,R$ 1.950
1138,"Apartamento com 2 Quartos para Aluguel, 65m²","Rua Doutor Laerte Setúbal - Morumbi, São Paulo - SP",65 m²,2 Quartos,2 Banheiros,1 Vaga,R$ 3.300 /mês,R$ 580
1139,Apartamento com 2 Quartos à Venda/Aluguel 174m²,"Avenida Engenheiro Luiz Carlos Berrini, 1618 - Brooklin, São Paulo - SP",174 m²,2 Quartos,2 Banheiros,3 Vagas,R$ 21.000 /mês,R$ 1.260
1140,"Apartamento com Quarto para Aluguel, 87m²","Brooklin, São Paulo - SP",87 m²,1 Quarto,1 Banheiro,2 Vagas,R$ 5.870 /mês,R$ 1.070
1141,"Apartamento com 3 Quartos para Aluguel, 106m²","Jardim Paulista, São Paulo - SP",106 m²,3 Quartos,3 Banheiros,1 Vaga,R$ 3.200 /mês,R$ 1.000
1142,"Apartamento com Quarto para Aluguel, 45m²","Avenida Rio Branco, 623 - Campos Eliseos, São Paulo - SP",45 m²,1 Quarto,1 Banheiro,-- Vaga,R$ 1.300 /mês,R$ 340
1143,Apartamento com 3 Quartos à Venda/Aluguel 150m²,"Rua João Alberto Moreira, 55 - Vila Madalena, São Paulo - SP",150 m²,3 Quartos,5 Banheiros,2 Vagas,R$ 11.000 /mês,R$ 2.000
1144,"Apartamento com 3 Quartos para Aluguel, 170m²","Rua Flórida, 1901 - Brooklin, São Paulo - SP",170 m²,3 Quartos,5 Banheiros,2 Vagas,R$ 12.000 /mês,R$ 2.400
1145,"Apartamento com 3 Quartos para Aluguel, 70m²","Vila Aricanduva, São Paulo - SP",70 m²,3 Quartos,2 Banheiros,2 Vagas,R$ 2.000 /mês,R$ 851
1146,"Apartamento com 2 Quartos para Aluguel, 50m²","Quinta da Paineira, São Paulo - SP",50 m²,2 Quartos,1 Banheiro,1 Vaga,R$ 1.800 /mês,R$ 450
1147,"Apartamento com 2 Quartos para Aluguel, 54m²","Rua Domingos Rodrigues, 509 - Lapa, São Paulo - SP",54 m²,2 Quartos,2 Banheiros,1 Vaga,R$ 2.300 /mês,R$ 780
1148,"Apartamento com 2 Quartos para Aluguel, 63m²","Rua dos Caciques, 71 - Saúde, São Paulo - SP",63 m²,2 Quartos,2 Banheiros,1 Vaga,R$ 2.200 /mês,R$ 980
1149,Apartamento com 2 Quartos para Venda/Aluguel 67m²,"Rua Vergueiro - Vila Brasílio Machado, São Paulo - SP",67 m²,2 Quartos,2 Banheiros,1 Vaga,R$ 2.200 /mês,R$ 780
1150,"Apartamento com 3 Quartos para Aluguel, 72m²","Avenida Jurucê - Moema, São Paulo - SP",72 m²,3 Quartos,1 Banheiro,1 Vaga,R$ 2.300 /mês,R$ 960
1151,"Apartamento com Quarto para Aluguel, 45m²","Rua Borges Lagoa - Vila Mariana, São Paulo - SP",45 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 2.190 /mês,R$ 660
1152,"Apartamento com 3 Quartos para Aluguel, 110m²","Rua José Maria Lisboa - Jardim Paulista, São Paulo - SP",110 m²,3 Quartos,3 Banheiros,2 Vagas,R$ 3.900 /mês,R$ 1.223
1153,"Apartamento com Quarto para Aluguel, 37m²","Rua Luís Correia de Melo - Chácara Santo Antônio, São Paulo - SP",37 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 2.300 /mês,R$ 512
1154,"Apartamento com 2 Quartos para Aluguel, 83m²","Rua Santa Justina, 88 - Vila Olímpia, São Paulo - SP",83 m²,2 Quartos,2 Banheiros,1 Vaga,R$ 2.500 /mês,R$ 1.572
1155,"Apartamento com 3 Quartos para Aluguel, 134m²","Avenida Aratãs, 284 - Moema, São Paulo - SP",134 m²,3 Quartos,4 Banheiros,2 Vagas,R$ 6.500 /mês,R$ 1.905
1156,"Apartamento com Quarto para Aluguel, 28m²","Rua Frei Caneca, 1100 - Bela Vista, São Paulo - SP",28 m²,1 Quarto,1 Banheiro,-- Vaga,R$ 1.200 /mês,R$ 380
1157,Apartamento com 2 Quartos à Venda/Aluguel 55m²,"Rua Thomás Deloney, 348 - Santo Amaro, São Paulo - SP",55 m²,2 Quartos,2 Banheiros,1 Vaga,R$ 2.600 /mês,R$ 900
1158,Apartamento com 2 Quartos para Venda/Aluguel 54m²,"Tatuapé, São Paulo - SP",54 m²,2 Quartos,2 Banheiros,1 Vaga,R$ 1.800 /mês,R$ 730
1159,"Apartamento com 3 Quartos para Aluguel, 166m²","Rua Coronel Artur de Paula Ferreira - Vila Nova Conceição, São Paulo - SP",166 m²,3 Quartos,4 Banheiros,3 Vagas,R$ 17.000 /mês,R$ 2.300
1160,"Apartamento com Quarto para Aluguel, 42m²","Alameda Ribeiro da Silva, 811 - Campos Eliseos, São Paulo - SP",42 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 1.400 /mês,R$ 506
1161,"Apartamento com Quarto para Aluguel, 45m²","Rua Manuel da Nóbrega - Ibirapuera, São Paulo - SP",45 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 2.200 /mês,R$ 617
1162,"Apartamento com 3 Quartos para Aluguel, 237m²","Vila Nova Conceição, São Paulo - SP",237 m²,3 Quartos,4 Banheiros,4 Vagas,R$ 27.000 /mês,R$ 2.050
1163,"Apartamento com 2 Quartos para Aluguel, 85m²","Rua Francisco Leitão - Pinheiros, São Paulo - SP",85 m²,2 Quartos,3 Banheiros,1 Vaga,R$ 4.500 /mês,R$ 900
1164,"Apartamento com Quarto para Aluguel, 42m²","Rua Tucuna, 913 - Perdizes, São Paulo - SP",42 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 2.400 /mês,R$ 561
1165,"Apartamento com 4 Quartos para Aluguel, 241m²","Rua Verbo Divino, 1061 - Chácara Santo Antônio, São Paulo - SP",241 m²,4 Quartos,5 Banheiros,4 Vagas,R$ 20.000 /mês,R$ 0
1166,"Apartamento com 2 Quartos para Aluguel, 85m²","Vila Mariana, São Paulo - SP",85 m²,2 Quartos,1 Banheiro,1 Vaga,R$ 3.300 /mês,R$ 798
1167,"Apartamento com 3 Quartos para Aluguel, 100m²","Rua Pedro Bellegarde - Tatuapé, São Paulo - SP",100 m²,3 Quartos,3 Banheiros,2 Vagas,R$ 3.500 /mês,R$ 660
1168,"Apartamento com 3 Quartos para Aluguel, 84m²","Avenida Fagundes Filho - São Judas, São Paulo - SP",84 m²,3 Quartos,3 Banheiros,2 Vagas,R$ 3.600 /mês,R$ 619
1169,"Apartamento com Quarto para Aluguel, 32m²","Rua Bom Pastor, 2056 - Ipiranga, São Paulo - SP",32 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 1.500 /mês,R$ 478
1170,"Apartamento com Quarto para Aluguel, 26m²","Rua Avanhandava, 65 - Bela Vista, São Paulo - SP",26 m²,1 Quarto,1 Banheiro,-- Vaga,R$ 2.000 /mês,R$ 0
1171,"Apartamento com 3 Quartos para Aluguel, 98m²","Rua Otávio de Morais - Cidade São Francisco, São Paulo - SP",98 m²,3 Quartos,2 Banheiros,2 Vagas,R$ 4.100 /mês,R$ 750
1172,"Apartamento com Quarto para Aluguel, 35m²","Rua Augusta, 561 - Consolação, São Paulo - SP",35 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 1.800 /mês,R$ 800
1173,"Apartamento com 2 Quartos para Aluguel, 55m²","Rua Tomé Álvares de Castro - Vila Carmosina, São Paulo - SP",55 m²,2 Quartos,1 Banheiro,-- Vaga,R$ 1.200 /mês,R$ 350
1174,Apartamento com 2 Quartos à Venda/Aluguel 70m²,"Alameda Nothmann - Campos Eliseos, São Paulo - SP",70 m²,2 Quartos,2 Banheiros,-- Vaga,R$ 1.600 /mês,R$ 359
1175,"Apartamento com Quarto para Aluguel, 99m²","Rua Japurá - Bela Vista, São Paulo - SP",99 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 1.300 /mês,R$ 480
1176,"Apartamento com 3 Quartos para Aluguel, 100m²","Rua Graúna - Moema, São Paulo - SP",100 m²,3 Quartos,3 Banheiros,2 Vagas,R$ 2.700 /mês,R$ 1.207
1177,"Apartamento com Quarto para Aluguel, 58m²","Rua Luís Correia de Melo, 92 - Santo Amaro, São Paulo - SP",58 m²,1 Quarto,2 Banheiros,-- Vaga,R$ 3.300 /mês,R$ 500
1178,"Apartamento com Quarto para Aluguel, 44m²","Moema, São Paulo - SP",44 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 2.450 /mês,R$ 610
1179,"Apartamento com 3 Quartos para Aluguel, 74m²","Avenida Mascote, 830 - Vila Mascote, São Paulo - SP",74 m²,3 Quartos,2 Banheiros,1 Vaga,R$ 2.200 /mês,R$ 635
1180,Apartamento com 3 Quartos para Venda/Aluguel 127m²,"Rua Matias Aires, 300 - Consolação, São Paulo - SP",127 m²,3 Quartos,3 Banheiros,2 Vagas,R$ 6.500 /mês,R$ 1.050
1181,"Apartamento com 2 Quartos para Aluguel, 46m²","Rua José Maria Lisboa - Jardins, São Paulo - SP",46 m²,2 Quartos,1 Banheiro,1 Vaga,R$ 2.300 /mês,R$ 880
1182,"Apartamento com Quarto para Aluguel, 45m²","Rua Mateus Grou, 554 - Pinheiros, São Paulo - SP",45 m²,1 Quarto,2 Banheiros,1 Vaga,R$ 2.650 /mês,R$ 651
1183,"Apartamento com 3 Quartos para Aluguel, 110m²","Paraíso, São Paulo - SP",110 m²,3 Quartos,3 Banheiros,2 Vagas,R$ 2.700 /mês,R$ 1.220
1184,"Apartamento com Quarto para Aluguel, 50m²","Rua Cotoxó - Pompeia, São Paulo - SP",50 m²,1 Quarto,1 Banheiro,-- Vaga,R$ 1.500 /mês,R$ 150
1185,Apartamento com 2 Quartos à Venda/Aluguel 38m²,"Rua Leopoldo de Freitas, 574 - Vila Centenário, São Paulo - SP",38 m²,2 Quartos,1 Banheiro,-- Vaga,R$ 1.100 /mês,R$ 210
1186,"Apartamento com Quarto para Aluguel, 60m²","Rua Guimarães Passos, 133 - Aclimação, São Paulo - SP",60 m²,1 Quarto,1 Banheiro,-- Vaga,R$ 1.480 /mês,R$ 480
1187,"Apartamento com 3 Quartos para Aluguel, 100m²","Paraíso, São Paulo - SP",100 m²,3 Quartos,3 Banheiros,2 Vagas,R$ 5.500 /mês,R$ 1.455
1188,"Apartamento com Quarto para Aluguel, 47m²","Rua Henrique Sertório, 564 - Tatuapé, São Paulo - SP",47 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 2.100 /mês,R$ 686
1189,"Apartamento com 3 Quartos para Aluguel, 105m²","Rua Teixeira da Silva - Paraíso, São Paulo - SP",105 m²,3 Quartos,3 Banheiros,1 Vaga,R$ 5.500 /mês,R$ 1.250
1190,"Apartamento com 2 Quartos para Aluguel, 38m²","Liberdade, São Paulo - SP",38 m²,2 Quartos,1 Banheiro,-- Vaga,R$ 1.950 /mês,R$ 330
1191,"Apartamento com 3 Quartos para Aluguel, 75m²","Avenida Engenheiro José Salles, 200 - Socorro, São Paulo - SP",75 m²,3 Quartos,2 Banheiros,1 Vaga,R$ 2.200 /mês,R$ 0
1192,"Apartamento com 2 Quartos para Aluguel, 60m²","Rua Ibituruna, 79 - Saúde, São Paulo - SP",60 m²,2 Quartos,2 Banheiros,1 Vaga,R$ 2.000 /mês,R$ 780
1193,"Apartamento com 4 Quartos para Aluguel, 164m²","Tatuapé, São Paulo - SP",164 m²,4 Quartos,5 Banheiros,3 Vagas,R$ 5.500 /mês,R$ 1.800
1194,"Apartamento com 3 Quartos para Aluguel, 110m²","Rua França Pinto - Vila Mariana, São Paulo - SP",110 m²,3 Quartos,2 Banheiros,1 Vaga,R$ 3.200 /mês,R$ 1.150
1195,"Apartamento com Quarto para Aluguel, 36m²","Rua Batataes, 33 - Jardim Paulista, São Paulo - SP",36 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 2.500 /mês,R$ 1.800
1196,"Apartamento com 3 Quartos para Aluguel, 73m²","Avenida Miguel Yunes, 485 - Interlagos, São Paulo - SP",73 m²,3 Quartos,2 Banheiros,2 Vagas,R$ 3.100 /mês,R$ 500
1197,Apartamento com 2 Quartos à Venda/Aluguel 60m²,"Jardins, São Paulo - SP",60 m²,2 Quartos,2 Banheiros,2 Vagas,R$ 4.000 /mês,R$ 870
1198,"Apartamento com 2 Quartos para Aluguel, 113m²","Rua Cabiúna - Vila Mascote, São Paulo - SP",113 m²,2 Quartos,4 Banheiros,2 Vagas,R$ 4.300 /ano,R$ 1.100
1199,"Apartamento com Quarto para Aluguel, 38m²","Rua Baronesa de Itu, 615 - Higienópolis, São Paulo - SP",38 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 2.350 /mês,R$ 1.252
1200,"Apartamento com Quarto para Aluguel, 56m²","Rua Alves Ribeiro, 398 - Aclimação, São Paulo - SP",56 m²,1 Quarto,1 Banheiro,-- Vaga,R$ 1.500 /mês,R$ 340
1201,"Apartamento com Quarto para Aluguel, 37m²","Rua Santo Antônio - Bela Vista, São Paulo - SP",37 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 1.300 /mês,R$ 553
1202,"Apartamento com 3 Quartos para Aluguel, 102m²","Rua Manuel da Nóbrega - Paraíso, São Paulo - SP",102 m²,3 Quartos,3 Banheiros,2 Vagas,R$ 12.320 /mês,R$ 1.400
1203,"Apartamento com 2 Quartos para Aluguel, 28m²","Rua Major Maragliano - Vila Mariana, São Paulo - SP",28 m²,2 Quartos,2 Banheiros,-- Vaga,R$ 2.550 /mês,R$ 635
1204,Apartamento com 4 Quartos para Venda/Aluguel 120m²,"Moema, São Paulo - SP",120 m²,4 Quartos,4 Banheiros,2 Vagas,R$ 5.600 /mês,R$ 1.156
1205,"Apartamento com Quarto para Aluguel, 43m²","Avenida Vereador José Diniz, 3130 - Campo Belo, São Paulo - SP",43 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 2.400 /mês,R$ 654
1206,"Apartamento com 3 Quartos para Aluguel, 90m²","Rua Humberto I, 908 - Vila Mariana, São Paulo - SP",90 m²,3 Quartos,2 Banheiros,1 Vaga,R$ 2.800 /mês,R$ 515
1207,Apartamento com Quarto para Venda/Aluguel 25m²,"Rua Conselheiro Furtado, 130 - Liberdade, São Paulo - SP",25 m²,1 Quarto,1 Banheiro,-- Vaga,R$ 1.900 /mês,R$ 447
1208,"Apartamento com 3 Quartos para Aluguel, 80m²","Moema, São Paulo - SP",80 m²,3 Quartos,3 Banheiros,1 Vaga,R$ 3.700 /mês,R$ 935
1209,"Apartamento com 3 Quartos para Aluguel, 97m²","Avenida Nossa Senhora da Assunção - Vila Butantã, São Paulo - SP",97 m²,3 Quartos,2 Banheiros,2 Vagas,R$ 2.600 /mês,R$ 912
1210,"Apartamento com Quarto para Aluguel, 61m²","Rua Jacareí - Bela Vista, São Paulo - SP",61 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 1.400 /mês,R$ 340
1211,"Apartamento com 3 Quartos para Aluguel, 70m²","Avenida Corifeu de Azevedo Marques - Vila Lageado, São Paulo - SP",70 m²,3 Quartos,2 Banheiros,1 Vaga,R$ 1.400 /mês,R$ 600
1212,"Apartamento com Quarto para Aluguel, 50m²","Rua Juquis, *** - Moema, São Paulo - SP",50 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 1.650 /mês,R$ 1.057
1213,"Apartamento com 3 Quartos para Aluguel, 111m²","Rua Lino Coutinho, 75 - Ipiranga, São Paulo - SP",111 m²,3 Quartos,2 Banheiros,2 Vagas,R$ 5.500 /mês,R$ 950
1214,"Apartamento com Quarto para Aluguel, 70m²","Alameda Lorena - Jardim Paulista, São Paulo - SP",70 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 6.500 /mês,R$ 1.600
1215,"Apartamento com 3 Quartos para Aluguel, 100m²","Vila Mariana, São Paulo - SP",100 m²,3 Quartos,2 Banheiros,-- Vaga,R$ 2.300 /mês,R$ 500
1216,"Apartamento com 4 Quartos para Aluguel, 303m²","Rua Doutor José Manoel - Higienópolis, São Paulo - SP",303 m²,4 Quartos,3 Banheiros,4 Vagas,R$ 9.490 /mês,R$ 4.915
1217,"Apartamento com 3 Quartos para Aluguel, 95m²","Rua Gaivota - Moema, São Paulo - SP",95 m²,3 Quartos,3 Banheiros,2 Vagas,R$ 5.200 /mês,R$ 1.500
1218,Apartamento com 4 Quartos à Venda/Aluguel 213m²,"Rua Paracuê - Perdizes, São Paulo - SP",213 m²,4 Quartos,5 Banheiros,4 Vagas,R$ 9.900 /mês,R$ 3.800
1219,"Apartamento com 2 Quartos para Aluguel, 65m²","Rua Alfredo Mendes da Silva, 395 - Morumbi, São Paulo - SP",65 m²,2 Quartos,2 Banheiros,2 Vagas,R$ 1.800 /mês,R$ 646
1220,"Apartamento com 2 Quartos para Aluguel, 44m²","Rua Doutor Nicolau de Sousa Queirós, 839 - Vila Mariana, São Paulo - SP",44 m²,2 Quartos,1 Banheiro,-- Vaga,R$ 2.000 /mês,R$ 564
1221,"Apartamento com Quarto para Aluguel, 48m²","Praça Júlio Mesquita, 97 - República, São Paulo - SP",48 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 2.990 /mês,R$ 406
1222,Apartamento com Quarto à Venda/Aluguel 30m²,"Rua Ibiporã, 201 - Vila Divina Pastora, São Paulo - SP",30 m²,1 Quarto,1 Banheiro,-- Vaga,R$ 1.000 /mês,R$ 0
1223,"Apartamento com 2 Quartos para Aluguel, 294m²","Rua José Gonçalves Galeão - Jardim Avelino, São Paulo - SP",294 m²,2 Quartos,4 Banheiros,3 Vagas,R$ 9.900 /mês,R$ 2.500
1224,"Apartamento com 3 Quartos para Aluguel, 129m²","Rua Luís Dias - Itaim Bibi, São Paulo - SP",129 m²,3 Quartos,3 Banheiros,2 Vagas,R$ 9.500 /mês,R$ 2.200
1225,"Apartamento com 2 Quartos para Aluguel, 35m²","Rua Galeno de Castro, 730 - Santo Amaro, São Paulo - SP",35 m²,2 Quartos,1 Banheiro,-- Vaga,R$ 1.900 /mês,R$ 200
1226,Apartamento com 2 Quartos para Venda/Aluguel 57m²,"Rua Borges de Barros - Vila Madalena, São Paulo - SP",57 m²,2 Quartos,2 Banheiros,2 Vagas,R$ 2.500 /mês,R$ 1.420
1227,"Apartamento com 3 Quartos para Aluguel, 70m²","Rua Teixeira de Melo, 127 - Tatuapé, São Paulo - SP",70 m²,3 Quartos,2 Banheiros,2 Vagas,R$ 2.700 /mês,R$ 617
1228,"Apartamento com 3 Quartos para Aluguel, 137m²","Rua Itacema - Itaim Bibi, São Paulo - SP",137 m²,3 Quartos,3 Banheiros,1 Vaga,R$ 4.500 /mês,R$ 1.361
1229,"Apartamento com 2 Quartos para Aluguel, 83m²","Rua Ferreira de Araújo - Pinheiros, São Paulo - SP",83 m²,2 Quartos,2 Banheiros,1 Vaga,R$ 3.000 /mês,R$ 1.220
1230,"Apartamento com Quarto para Aluguel, 35m²","Rua Sebastião Guimarães Correa - Vila Monte Alegre, São Paulo - SP",35 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 1.600 /mês,R$ 566
1231,"Apartamento com Quarto para Aluguel, 34m²","Rua Dois de Julho - Ipiranga, São Paulo - SP",34 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 1.800 /mês,R$ 340
1232,"Apartamento com 2 Quartos para Aluguel, 130m²","Rua Tatuí - Jardins, São Paulo - SP",130 m²,2 Quartos,3 Banheiros,1 Vaga,R$ 5.000 /mês,R$ 1.200
1233,"Apartamento com 3 Quartos para Aluguel, 123m²","Rua Coronel Melo de Oliveira - Pompeia, São Paulo - SP",123 m²,3 Quartos,1 Banheiro,2 Vagas,R$ 5.000 /mês,R$ 1.617
1234,Apartamento com 4 Quartos para Venda/Aluguel 294m²,"Rua Marcos Lopes, 90 - Vila Nova Conceição, São Paulo - SP",294 m²,4 Quartos,6 Banheiros,5 Vagas,R$ 35.000 /mês,R$ 5.500
