,District,Area (m²),Bedrooms,Bathrooms,Garage Cars,Condominium Fee (R$),Rent (R$)
1576,49,80,2,2,1,950,3200
1577,29,77,3,2,2,703,3000
1578,3,36,1,1,1,470,2150
1579,29,60,2,1,1,700,1500
1580,29,45,1,1,1,700,2100
1581,14,115,3,3,2,1584,4000
1582,12,159,4,5,2,1300,8500
1583,12,36,1,1,1,404,2300
1584,12,35,1,1,1,425,1600
1585,10,103,3,3,2,1000,4800
1586,32,85,2,1,2,1651,5807
1587,29,59,2,2,1,609,2300
1588,29,65,3,2,1,684,1200
1589,49,74,2,2,2,853,5450
1590,49,46,1,1,1,800,3500
1591,27,70,2,2,2,1090,3600
1592,29,27,1,1,0,550,650
1593,44,83,3,2,2,950,3300
1594,29,57,3,1,1,484,2050
1595,32,75,2,3,1,788,3100
1596,49,55,1,1,1,600,1698
1597,2,39,1,1,1,550,2400
1598,46,48,1,1,0,530,1350
1599,29,102,3,2,0,200,1700
1600,29,44,2,1,1,331,1369
1601,29,30,1,1,0,90,1400
1602,21,82,2,2,1,955,3600
1603,20,64,3,1,1,636,1775
1604,29,50,1,1,1,790,1550
1605,16,136,3,4,2,1500,6000
1606,43,54,2,2,1,0,2100
1607,28,67,2,2,1,860,1300
1608,38,40,1,2,1,490,2450
1609,22,35,1,1,1,1200,1800
1610,29,54,2,2,1,500,2100
1611,4,59,2,1,1,407,2400
1612,40,70,2,1,1,700,1400
1613,26,135,3,4,2,1200,6000
1614,35,42,2,1,0,385,1300
1615,10,95,2,3,2,725,6100
1616,16,150,2,3,1,1400,3800
1617,31,70,2,2,1,587,3700
1618,15,31,1,1,1,474,1500
1619,31,65,2,2,1,695,2000
1620,21,40,1,1,1,829,1900
1621,2,40,1,1,2,600,2000
1622,13,40,1,1,1,1100,3000
1623,0,100,2,2,1,770,2200
1624,16,98,2,3,1,1174,4900
1625,3,65,2,1,1,880,4550
1626,38,60,2,2,2,871,2300
1627,21,98,3,3,0,1391,2600
1628,32,60,2,2,1,1145,1800
1629,46,80,2,3,1,902,2500
1630,31,65,2,2,1,761,2950
1631,29,103,3,3,2,1076,4800
1632,1,93,3,3,2,1000,3000
1633,48,60,2,2,1,721,2200
1634,6,26,1,1,0,180,1100
1635,2,98,2,1,1,0,6430
1636,0,43,1,1,1,547,2000
1637,27,97,3,3,2,1600,2528
1638,46,70,2,1,0,392,1600
1639,0,33,1,1,1,758,1420
1640,45,45,1,1,1,601,2600
1641,46,94,3,3,2,1314,3190
1642,6,28,1,1,0,200,1000
1643,46,70,3,1,0,0,2500
1644,13,32,1,1,1,780,1200
1645,26,170,4,1,2,1400,6300
1646,26,116,3,5,2,1300,8100
1647,4,56,2,2,1,450,2300
1648,1,65,2,2,1,780,2000
1649,11,49,1,2,1,1200,2000
1650,8,36,1,1,1,380,1700
1651,46,40,1,2,1,490,2200
1652,29,40,1,1,1,320,950
1653,15,34,1,1,1,340,2400
1654,35,30,1,1,1,435,2200
1655,1,67,1,2,2,450,3100
1656,12,59,2,1,0,1050,1500
1657,42,66,2,2,1,973,3500
1658,21,44,1,1,1,491,2200
1659,3,62,2,2,1,750,2800
1660,49,52,1,1,1,1150,3450
1661,9,40,1,1,1,774,1900
1662,49,48,1,1,1,900,3200
1663,29,69,3,2,1,700,1550
1664,31,75,2,1,0,835,2000
1665,38,120,4,3,2,1136,4600
1666,29,72,3,2,1,731,2200
1667,29,69,2,2,1,526,2424
1668,32,103,3,2,1,1270,3500
1669,7,37,1,1,1,1400,1800
1670,3,51,1,1,1,600,3700
1671,45,75,2,1,1,0,3200
1672,32,48,1,2,1,807,2700
1673,29,50,2,1,1,500,1000
1674,16,97,2,3,1,1241,3600
1675,6,56,2,1,1,773,2800
1676,9,50,1,1,1,0,5500
1677,29,77,2,2,1,550,4000
1678,44,56,2,2,1,688,1900
1679,31,65,2,2,2,850,3100
1680,29,70,2,2,2,600,3100
1681,42,57,2,1,1,621,3200
1682,44,35,1,1,0,350,1800
1683,32,30,1,1,0,856,1700
1684,29,70,2,1,1,620,1600
1685,29,104,3,3,2,650,2200
1686,13,130,2,4,2,1606,4200
1687,29,50,2,1,1,350,1600
1688,13,44,1,1,1,1000,2200
1689,29,69,2,2,2,0,3100
1690,18,60,2,1,1,506,1250
1691,29,172,3,4,3,1630,8000
1692,9,32,1,1,0,500,3300
1693,3,38,1,1,1,570,2800
1694,21,60,1,1,1,694,2500
1695,1,20,1,1,0,0,1050
1696,2,60,2,2,1,540,2900
1697,49,60,2,2,2,1048,2700
1698,1,67,2,1,1,720,3000
1699,29,47,2,1,1,220,680
1700,29,60,2,2,1,700,1700
1701,4,50,2,1,1,380,1500
1702,43,53,2,1,1,600,1700
1703,25,60,1,1,1,571,1600
1704,2,85,2,2,0,650,2400
1705,3,86,3,2,2,800,3400
1706,3,88,2,2,2,1167,4800
1707,29,58,2,1,1,707,2000
1708,15,71,3,2,1,614,1850
1709,18,70,3,2,2,498,2800
1710,4,36,1,1,1,420,1900
1711,29,147,3,4,2,1200,5000
1712,3,80,2,2,2,800,5650
1713,29,28,1,1,1,570,1600
1714,1,101,2,2,2,1060,3800
1715,15,80,2,3,1,933,1700
1716,0,46,1,1,1,501,1800
1717,20,92,3,1,2,870,3000
1718,38,50,1,1,1,0,2700
1719,26,108,3,3,2,1700,4200
1720,42,84,3,3,2,1070,3600
1721,30,105,3,3,1,1250,5500
1722,29,69,3,2,2,747,2250
1723,29,48,2,1,1,512,1500
1724,46,84,3,2,2,1260,2499
1725,18,60,3,1,1,500,1400
1726,21,55,1,2,1,980,3700
1727,30,114,2,4,1,980,2500
1728,15,80,3,3,2,1050,2700
1729,29,49,2,1,1,0,1600
1730,24,38,1,1,0,809,2200
1731,35,70,2,2,1,667,2700
1732,13,35,1,1,1,519,1750
1733,16,50,1,1,0,100,4300
1734,29,100,3,2,2,1077,2500
1735,50,48,2,1,1,571,1500
1736,29,70,3,2,1,750,2200
1737,29,85,2,2,1,783,2000
1738,44,93,3,2,2,815,4300
1739,29,84,3,2,2,560,3800
1740,40,38,1,1,1,0,2400
1741,2,72,2,2,2,982,2900
1742,29,71,3,2,2,618,2500
1743,29,40,2,1,0,350,1750
1744,2,44,1,1,0,475,2899
1745,29,59,2,1,1,0,1257
1746,16,49,1,1,1,1000,3000
1747,32,84,1,2,2,1400,6800
1748,29,60,2,2,1,980,1300
1749,35,40,1,1,1,518,1400
1750,37,33,1,1,1,598,3300
1751,29,55,2,1,1,506,1250
1752,3,50,2,2,1,622,2500
1753,2,65,2,1,0,100,1800
1754,23,138,3,2,3,900,5400
1755,3,34,1,1,1,350,2800
1756,32,64,2,2,2,841,4800
1757,29,42,2,1,1,220,1100
1758,32,63,2,2,1,990,4700
1759,9,41,1,1,0,384,1390
1760,20,64,3,2,1,780,1570
1761,27,50,1,2,1,750,2700
1762,29,75,3,2,1,0,2900
1763,1,34,1,1,0,210,1500
1764,26,113,4,2,2,1196,5500
1765,10,130,3,4,2,1132,6000
1766,40,50,2,1,1,350,2000
1767,2,50,2,2,1,650,2400
1768,31,56,1,2,2,917,2300
1769,29,62,3,1,1,450,1350
1770,29,100,3,3,2,1134,2900
1771,29,134,3,4,2,1000,4500
1772,29,56,2,1,1,0,1400
1773,29,60,3,2,1,480,1850
1774,13,60,2,3,1,680,2500
1775,43,56,2,1,1,637,1500
1776,26,76,2,2,1,810,2900
1777,29,61,2,2,1,952,2500
1778,30,55,2,1,1,678,2300
1779,29,40,1,1,1,530,1100
1780,29,87,2,2,1,621,2000
1781,25,98,3,3,2,893,4500
1782,37,65,2,2,2,685,4000
1783,49,74,2,1,1,808,2000
1784,29,70,2,3,2,968,2500
1785,8,37,1,1,1,380,2200
1786,32,85,1,1,1,1400,5150
1787,7,58,2,1,1,760,2400
1788,2,50,2,1,0,683,1400
1789,17,38,1,1,1,349,1800
1790,15,45,1,1,0,0,1200
1791,26,70,2,2,2,850,4500
1792,41,55,2,1,1,702,2400
1793,29,51,2,1,1,273,1127
1794,4,55,2,1,1,600,1300
1795,29,87,2,3,2,535,5000
1796,29,73,2,1,1,600,1200
1797,32,62,2,2,2,1070,3350
1798,39,52,2,2,1,650,2600
1799,7,65,2,2,1,980,2700
1800,21,47,1,1,1,701,2400
1801,29,66,2,2,1,650,2257
1802,46,70,2,2,1,731,2500
1803,49,87,3,3,2,910,6000
1804,31,40,1,1,1,650,1600
1805,38,57,2,1,1,698,1600
1806,6,50,2,1,1,520,1450
1807,29,64,3,2,1,350,1700
1808,29,36,2,1,0,0,1600
1809,37,160,3,4,2,1270,4800
1810,45,88,2,2,2,1383,6500
1811,29,95,2,1,0,100,2300
1812,26,80,3,3,1,935,3700
1813,29,73,2,2,1,1100,1600
1814,29,80,3,2,1,883,4000
1815,33,87,3,2,2,1400,2600
1816,19,79,2,2,1,1050,4000
1817,46,75,2,2,1,500,1950
1818,24,25,1,1,0,380,2000
1819,5,72,2,2,1,1000,2000
1820,13,130,3,2,2,1325,3800
1821,31,105,3,2,1,988,3500
1822,12,38,1,1,1,450,1900
1823,28,64,3,2,1,428,2500
1824,29,67,3,1,1,607,1680
1825,29,45,1,1,0,216,1400
1826,26,144,4,6,2,1640,5700
1827,29,75,3,2,1,607,1800
1828,49,100,2,2,1,1150,2500
1829,29,60,2,2,1,412,1700
1830,0,83,3,2,1,1052,2200
1831,29,110,3,3,2,1250,2430
1832,15,140,4,3,2,1315,3605
1833,0,65,3,2,2,453,2300
1834,1,33,1,1,1,290,1700
1835,25,82,2,2,1,773,1800
1836,3,96,3,3,2,1320,4500
1837,30,110,2,1,1,1200,2950
1838,2,63,2,1,2,1293,3900
1839,42,68,2,2,1,882,2500
1840,15,86,3,3,1,1000,2800
1841,0,95,3,2,1,801,1900
1842,32,65,2,2,0,1011,2500
1843,26,80,2,2,1,978,2500
1844,29,111,3,4,2,1300,4500
1845,33,41,1,1,1,594,2100
1846,32,86,2,2,1,1264,3100
1847,3,95,3,3,0,1328,4750
1848,35,50,2,1,1,500,1800
1849,29,55,1,1,2,490,3490
1850,32,48,1,1,1,660,2500
1851,40,54,2,1,2,840,1200
1852,35,34,1,1,1,500,1400
1853,39,22,1,1,0,150,1250
1854,7,130,3,5,2,1400,4980
1855,29,120,3,3,2,1008,3800
1856,36,60,2,1,1,305,1350
1857,29,68,3,1,1,431,1450
1858,26,45,1,1,1,1000,3400
1859,32,39,1,1,1,490,3550
1860,32,120,3,3,2,1496,3900
1861,29,56,2,1,1,162,1038
1862,46,50,2,1,1,674,2700
1863,1,71,3,2,2,826,3500
1864,41,45,2,1,1,500,1400
1865,7,131,4,4,3,1420,6500
1866,3,96,3,2,2,1300,3800
1867,29,100,3,2,1,1000,3500
1868,29,55,2,1,1,800,1900
1869,2,50,2,1,0,705,2200
1870,26,110,4,3,2,1140,6000
1871,2,62,1,1,0,413,2500
1872,2,51,2,1,0,583,2300
1873,29,112,2,4,2,1265,5000
1874,26,75,3,2,2,1150,3200
1875,0,170,3,5,3,1545,8500
1876,29,49,2,1,1,270,1500
1877,50,30,1,1,0,100,1099
1878,32,48,1,1,1,957,4063
1879,15,59,2,1,1,760,2070
1880,31,98,3,3,2,1200,3600
1881,29,18,1,1,0,40,1050
1882,8,70,1,1,0,571,1000
1883,32,68,2,1,1,760,2200
1884,43,40,1,1,1,460,1500
1885,3,52,1,2,1,478,3600
1886,6,40,2,1,0,300,1300
1887,15,101,3,1,2,795,3500
1888,13,60,2,2,1,830,2000
1889,37,65,1,1,1,615,2700
1890,10,106,2,4,2,1110,5000
1891,9,60,1,2,1,1096,1500
1892,29,38,2,1,1,332,1650
1893,2,47,2,1,1,900,3200
1894,47,85,2,3,2,545,4500
1895,4,50,2,1,1,401,1350
1896,41,50,2,1,0,524,1550
1897,30,157,3,3,2,1000,5000
1898,3,87,1,1,2,1070,5870
1899,29,40,2,1,0,150,1300
1900,29,60,1,1,0,0,1200
1901,24,52,2,1,1,310,1900
1902,34,40,1,1,0,300,1200
1903,5,68,3,2,2,687,2400
1904,29,50,2,1,1,360,1400
1905,38,68,2,1,1,518,2800
1906,46,80,3,2,1,900,2800
1907,36,205,3,5,2,0,7000
1908,0,40,1,1,1,758,1800
1909,48,128,3,3,2,1346,8000
1910,37,60,2,1,1,600,2000
1911,7,51,1,1,1,669,3000
1912,32,101,3,1,2,1014,5500
1913,3,55,2,2,1,548,2800
1914,40,87,2,2,2,1050,3450
1915,24,40,1,1,0,548,1000
1916,26,53,2,2,1,520,2500
1917,3,148,3,2,2,0,6200
1918,10,130,3,3,2,1250,5250
1919,32,42,2,1,1,279,2300
1920,13,42,1,1,1,700,2990
1921,36,145,3,4,3,1500,4000
1922,0,45,1,1,0,350,1500
1923,29,140,4,3,3,1550,3800
1924,21,30,1,1,1,1150,1210
1925,49,74,2,1,3,850,6350
1926,32,40,1,1,1,687,4500
1927,31,43,1,1,1,665,1500
1928,8,39,1,1,1,508,2000
1929,8,32,1,1,1,483,1600
1930,37,55,1,2,1,850,3800
1931,29,76,3,2,1,724,1800
1932,8,40,1,1,1,450,2500
1933,46,88,2,2,1,765,2000
1934,44,70,2,2,1,598,2000
1935,15,147,3,5,2,1480,6750
1936,45,92,2,3,2,1400,6500
1937,30,157,3,2,1,1325,4300
1938,36,18,1,1,0,0,950
1939,10,53,2,1,1,982,4460
1940,26,45,1,2,1,500,2200
1941,3,70,2,2,1,680,2000
1942,39,82,3,2,1,830,2500
1943,10,51,2,2,1,620,2950
1944,41,67,2,2,1,691,4100
1945,3,60,2,2,1,962,2500
1946,24,45,1,1,0,300,1000
1947,26,130,3,3,1,1340,5000
1948,29,55,2,1,1,500,2700
1949,28,63,2,2,1,530,1800
1950,29,53,2,2,1,550,2000
1951,12,45,1,2,1,947,2416
1952,25,90,3,2,2,990,2900
1953,15,60,2,2,1,750,2500
1954,12,70,2,2,0,0,2100
1955,32,49,2,1,1,657,3100
1956,12,46,1,1,1,550,3000
1957,41,30,1,1,0,408,1090
1958,27,140,3,2,2,1400,3700
1959,29,55,2,1,1,250,1000
1960,31,68,2,3,2,1180,3000
1961,2,56,2,2,1,820,2950
1962,21,48,1,1,0,380,1600
1963,48,116,3,4,2,1200,7200
1964,29,56,2,1,1,550,2000
1965,29,72,3,2,1,670,2000
1966,41,45,2,1,1,500,1500
1967,45,83,1,2,2,1150,3600
1968,2,50,2,1,1,715,2200
1969,29,96,3,1,2,922,4200
1970,49,126,3,5,2,1500,9000
1971,37,85,3,1,2,0,4000
1972,7,47,1,1,1,823,2800
1973,49,60,2,1,1,871,2400
1974,29,70,3,1,1,500,2100
1975,39,65,2,1,2,578,2100
1976,3,60,2,2,1,580,2400
1977,29,47,2,1,1,380,1250
1978,29,52,2,1,1,424,1000
1979,26,35,1,1,0,0,3000
1980,46,65,3,2,1,680,2100
1981,3,80,2,2,2,800,5650
1982,25,40,1,1,1,475,1400
1983,46,50,1,1,0,261,1300
1984,15,63,2,2,1,500,2000
1985,29,68,2,2,1,545,2500
1986,33,38,1,1,1,630,1900
1987,28,60,2,1,1,617,1400
1988,10,112,3,4,2,840,5700
1989,25,30,1,1,0,175,2240
1990,29,78,2,1,0,100,1600
1991,29,101,2,3,2,868,4990
1992,44,141,3,5,2,1100,5300
1993,29,57,2,1,1,0,950
1994,2,45,1,1,1,660,1700
1995,7,35,1,1,1,750,2300
1996,27,48,2,1,1,1200,1400
1997,2,51,2,1,1,400,2300
1998,48,50,1,2,2,1400,3639
1999,29,65,3,2,2,944,1500
2000,29,45,2,1,1,500,1100
2001,32,120,3,2,1,0,2500
2002,46,104,3,2,1,1200,2500
2003,29,86,3,2,2,680,3100
2004,32,70,2,1,1,659,5300
2005,32,50,1,1,0,685,1650
2006,29,82,2,2,2,966,3000
2007,22,37,1,1,1,1350,1800
2008,29,35,1,1,0,0,650
2009,28,98,2,2,1,700,2300
2010,49,65,2,2,1,874,3300
2011,48,62,2,2,1,873,5000
2012,6,50,2,1,0,585,1500
2013,29,40,1,1,1,450,2100
2014,16,167,3,2,2,0,7000
2015,12,35,1,1,1,650,2200
2016,0,60,2,1,0,369,1400
2017,46,50,2,1,1,300,3500
2018,46,106,3,1,2,1531,2750
2019,46,50,1,1,0,440,1900
2020,48,95,2,2,1,0,5000
2021,30,120,3,2,2,1100,5900
2022,29,90,3,1,2,789,3200
2023,14,78,2,2,1,682,2800
2024,43,65,3,2,2,801,1900
2025,44,151,3,5,3,1690,7500
2026,29,60,2,1,1,923,1900
2027,32,80,2,2,1,868,2600
2028,29,40,2,1,0,165,1200
2029,30,108,2,3,1,982,4000
2030,45,66,1,1,2,1400,3280
2031,35,56,2,2,1,685,2100
2032,14,42,1,1,1,1200,4000
2033,41,60,2,2,1,540,3500
2034,3,42,1,1,1,612,1700
2035,32,45,1,1,0,381,2100
2036,20,93,3,3,2,772,3500
2037,22,130,3,2,1,1200,5200
2038,18,62,2,2,1,555,2300
2039,40,238,4,6,4,1535,9000
2040,6,115,3,2,2,1096,3500
2041,44,53,2,1,1,425,2100
2042,32,70,3,3,1,1032,2700
2043,35,40,1,1,1,655,1800
2044,29,55,2,1,0,350,1500
2045,44,55,2,2,1,900,2500
2046,32,72,2,3,1,584,5150
2047,29,90,2,2,0,180,1600
2048,3,108,3,4,2,1530,4800
2049,49,30,1,1,1,700,3000
2050,6,80,3,2,2,890,2100
2051,40,45,1,1,1,598,1900
2052,16,80,2,2,1,992,3100
2053,33,65,2,2,1,850,2300
2054,29,78,3,1,1,440,1550
2055,32,50,2,1,1,750,3200
2056,6,70,2,2,0,290,1450
2057,7,45,1,2,1,352,2800
2058,36,60,1,2,1,654,3200
2059,26,57,2,1,1,960,2300
2060,32,60,2,2,1,1100,3900
2061,29,76,2,2,1,670,3100
2062,1,50,2,1,1,1000,1200
2063,32,60,1,1,0,400,2247
2064,29,51,2,1,1,340,1265
2065,26,15,1,1,1,295,1590
2066,4,50,2,1,1,450,1380
2067,44,117,3,4,2,810,5400
2068,28,45,2,1,1,500,2200
2069,45,55,1,1,2,1408,4300
2070,29,130,4,4,2,1350,7000
2071,26,42,1,1,1,580,1720
2072,7,70,2,2,2,777,3900
2073,10,60,2,2,2,670,3200
2074,15,60,2,1,0,150,1700
2075,6,39,1,1,1,530,2260
2076,29,61,3,1,1,607,2500
2077,29,56,2,1,1,570,2190
2078,29,75,2,1,2,0,1500
2079,3,51,1,1,1,573,2900
2080,39,58,2,1,1,439,2000
2081,2,48,1,1,0,900,2200
2082,4,82,2,1,0,340,1500
2083,32,25,1,1,0,220,2800
2084,2,45,1,1,0,365,2000
2085,32,86,2,2,1,1038,2500
2086,3,124,3,4,2,1531,7000
2087,29,49,2,1,1,170,1500
2088,29,63,2,2,1,800,5100
2089,36,39,1,1,1,640,1600
2090,48,100,3,2,1,749,1950
2091,8,42,1,1,0,470,1800
2092,33,65,2,2,2,700,3400
2093,4,56,2,2,1,500,3000
2094,29,93,3,3,2,870,3100
2095,40,85,3,2,1,582,3196
2096,2,40,1,1,1,516,2100
2097,1,42,1,1,1,750,2600
2098,29,34,1,1,1,330,2000
2099,29,60,2,1,1,438,1600
2100,48,116,3,4,2,1470,8000
2101,45,25,1,1,0,700,2100
2102,45,75,2,2,1,933,4500
2103,41,60,2,1,0,450,2500
2104,29,68,2,1,1,0,1900
2105,29,50,2,1,1,327,1200
2106,16,90,2,3,1,1530,3900
2107,48,105,2,2,1,1450,6000
2108,1,90,3,3,1,750,2600
2109,29,20,1,1,0,0,1250
2110,21,118,3,3,2,1280,5000
2111,29,91,2,2,0,430,1600
2112,29,49,2,1,1,485,1200
2113,15,34,1,1,1,340,1800
2114,29,69,3,1,1,688,1800
2115,43,56,2,1,1,600,2000
2116,32,45,1,2,1,707,2600
2117,32,67,2,1,1,670,2800
2118,32,60,2,2,1,810,4710
2119,32,50,2,1,0,0,2600
2120,1,132,2,1,2,1339,5000
2121,36,39,1,1,1,530,1700
2122,26,46,1,1,1,684,1765
2123,45,62,2,2,2,1498,2300
2124,43,75,3,2,2,599,3500
2125,29,63,3,2,2,674,1800
2126,20,82,3,2,1,800,2200
2127,32,69,2,2,1,720,3200
2128,32,70,2,1,1,800,4500
2129,29,130,3,4,2,1350,4800
2130,2,62,2,2,1,760,4500
2131,30,45,1,1,1,573,2000
2132,3,40,1,1,1,830,1400
2133,30,100,3,3,1,1146,4500
2134,29,45,2,1,1,300,1600
2135,39,55,2,1,1,730,1800
2136,29,80,3,1,1,646,1400
2137,28,65,2,2,1,520,2400
2138,49,68,2,1,1,594,3000
2139,46,51,1,1,1,439,2300
2140,3,50,1,2,1,730,2100
2141,6,34,2,1,1,185,2000
2142,0,39,1,1,1,530,2260
2143,29,70,2,2,1,848,3200
2144,31,86,3,3,2,1088,3500
2145,39,30,1,1,0,100,1100
2146,32,88,2,1,2,1561,6500
2147,32,50,1,1,1,565,3500
2148,12,75,2,1,0,740,1850
2149,26,117,3,5,3,1379,4600
2150,29,52,2,1,1,483,1700
2151,5,65,3,1,1,547,1700
2152,3,70,2,1,1,950,2000
2153,30,66,2,1,1,800,3500
2154,39,58,1,1,0,100,1300
2155,29,80,2,2,2,975,4500
2156,46,45,2,2,1,626,1800
2157,1,38,1,1,1,479,1500
2158,46,65,2,1,0,401,2000
2159,27,42,1,1,1,800,1200
2160,32,100,2,2,0,360,3000
2161,7,41,1,1,1,650,2550
2162,17,49,2,1,1,500,1500
2163,29,42,2,1,1,0,1350
2164,32,85,2,3,2,1520,3980
2165,29,94,2,1,1,1700,5000
2166,37,53,1,1,1,457,1899
2167,35,149,2,1,0,794,2900
2168,16,97,3,2,2,1290,5900
2169,35,35,1,1,1,452,1200
2170,26,95,3,1,2,1447,3300
2171,0,52,2,1,1,520,1600
2172,24,28,1,1,0,272,1700
2173,29,48,1,1,1,600,3200
2174,29,74,2,2,2,680,1850
2175,18,70,3,1,2,706,2300
2176,16,40,1,1,1,813,3500
2177,10,35,1,1,1,430,2599
2178,30,63,2,1,1,844,1900
2179,26,37,1,1,1,700,2500
2180,12,45,1,1,1,800,2500
2181,4,98,2,1,0,0,1680
2182,1,33,1,1,0,290,1600
2183,29,56,2,1,1,400,1500
2184,48,70,2,2,1,1200,3000
2185,29,55,2,1,1,650,1550
2186,32,75,2,2,2,890,3300
2187,12,52,1,1,1,495,1800
2188,29,62,1,2,1,380,2300
2189,29,60,2,1,1,250,1200
2190,13,75,2,3,1,681,3200
2191,40,48,2,1,1,390,1700
2192,29,38,1,1,1,512,1900
2193,31,25,1,1,1,330,2100
2194,37,130,3,2,2,1100,4500
2195,35,72,2,2,1,982,2900
2196,1,35,2,1,0,400,1900
2197,31,100,3,2,1,1094,2300
2198,38,70,3,2,1,900,1450
2199,29,76,2,1,0,0,1600
2200,29,44,2,1,1,225,1600
2201,29,64,2,2,1,790,1100
2202,8,75,1,1,0,900,1200
2203,32,80,2,2,1,1283,3650
2204,26,80,2,2,2,613,7000
2205,29,106,3,1,2,850,2800
2206,26,27,1,1,0,590,2500
2207,34,74,1,1,0,485,1450
2208,29,75,2,1,1,1270,2200
2209,11,70,1,1,1,800,4500
2210,1,45,1,1,1,550,2300
2211,47,110,3,4,3,759,5500
2212,29,40,2,1,0,0,1250
2213,32,84,2,2,1,996,2400
2214,29,65,2,2,1,587,1800
2215,29,50,2,1,1,600,1200
2216,26,40,1,1,1,710,1899
2217,46,50,2,2,1,845,2800
2218,46,72,1,1,0,230,1400
2219,7,110,2,4,3,1700,4500
2220,42,127,3,5,3,1660,6000
2221,29,62,2,1,1,600,1300
2222,32,30,1,1,1,742,2150
2223,3,44,1,1,1,655,2600
2224,2,35,1,1,0,450,1400
2225,32,62,2,2,1,830,4000
2226,3,84,2,3,2,1100,7900
2227,31,60,2,1,2,800,2800
2228,29,49,1,2,1,570,3100
2229,3,50,1,1,1,641,1800
2230,12,56,2,1,1,950,3900
2231,30,110,3,3,2,1220,2700
2232,17,35,1,1,1,390,1300
2233,29,74,2,2,2,688,3200
2234,3,98,3,3,2,1330,4750
2235,21,42,1,1,1,1150,1230
2236,4,60,2,1,1,490,1300
2237,22,62,2,1,0,640,1900
2238,3,49,1,1,1,645,3000
2239,29,77,2,2,2,0,3100
2240,45,72,1,2,1,700,3850
2241,21,90,2,1,1,1300,3200
2242,34,28,1,1,0,338,1500
2243,38,66,2,2,1,599,1900
2244,30,80,2,2,1,980,2500
2245,9,95,2,2,1,998,3000
2246,43,128,3,3,2,980,4600
2247,29,77,2,2,1,900,1700
2248,29,88,2,1,0,0,2100
2249,12,94,2,2,1,1050,2000
2250,3,60,2,2,1,830,2700
2251,32,30,1,1,1,450,2200
2252,29,50,2,1,0,310,1200
2253,21,70,2,1,1,860,2600
2254,37,130,3,4,3,1329,4400
2255,5,50,2,1,1,450,1400
2256,13,200,3,3,2,1627,4300
2257,18,64,2,2,1,448,1200
2258,29,40,1,1,1,0,2321
2259,29,94,3,3,2,736,3499
2260,1,51,2,1,0,363,1250
2261,26,72,3,1,1,960,2300
2262,3,147,3,3,3,1573,8000
2263,32,65,2,2,1,820,4400
2264,31,38,1,1,1,806,1700
2265,7,50,1,2,1,430,4315
2266,11,70,2,1,1,712,4450
2267,16,50,1,2,1,719,5000
2268,31,52,1,2,1,400,2400
2269,15,80,2,2,1,260,2000
2270,48,60,2,1,1,0,5500
2271,44,74,2,3,1,0,2500
2272,0,34,1,1,1,481,2190
2273,38,17,1,1,0,0,1000
2274,29,65,2,2,1,693,2500
2275,29,72,2,2,2,900,3000
2276,29,73,3,2,1,750,2500
2277,29,190,3,3,2,681,5360
2278,10,35,1,1,1,530,1500
2279,46,68,2,2,0,452,2000
2280,1,38,1,1,0,377,1700
2281,35,35,1,1,0,350,800
2282,43,66,3,2,1,700,2800
2283,5,57,3,1,1,536,1600
2284,17,60,3,1,1,558,1400
2285,29,49,2,1,1,187,700
2286,46,52,2,2,1,709,2500
2287,31,100,3,2,1,1597,1800
2288,4,50,2,1,1,350,1300
2289,29,75,2,2,0,631,2500
2290,29,80,2,2,1,1071,2000
2291,36,38,1,1,1,735,1500
2292,44,88,3,3,2,990,3500
2293,8,35,1,1,0,350,700
2294,16,44,1,1,1,790,3200
2295,29,64,2,2,1,700,1700
2296,0,50,1,1,0,487,1300
2297,44,68,2,1,1,648,2200
2298,16,87,3,3,1,1108,5500
2299,2,52,2,1,1,476,4500
2300,36,110,3,2,2,1300,1700
2301,16,45,1,1,1,908,2600
2302,29,60,2,1,1,907,3100
2303,16,85,3,2,1,834,4000
2304,29,93,3,4,2,992,2500
2305,48,36,1,1,1,967,2836
2306,3,34,1,1,1,350,2800
2307,28,142,3,3,2,921,5800
2308,24,75,2,1,0,406,1300
2309,29,55,2,1,1,490,1200
2310,49,74,2,1,1,850,8400
2311,47,65,2,2,1,850,3000
2312,32,38,1,1,1,900,3900
2313,29,31,1,1,1,400,2900
2314,7,43,1,2,1,580,2800
2315,24,60,2,2,1,700,1200
2316,3,44,2,1,1,880,2500
2317,7,46,1,1,1,560,2600
2318,29,55,2,1,1,366,2150
2319,16,137,3,3,1,1361,4500
2320,8,160,3,2,0,948,2300
2321,5,44,2,1,1,500,3500
2322,7,50,1,1,1,700,2950
2323,29,37,1,1,1,540,1900
2324,29,100,3,1,0,220,1700
2325,24,60,1,2,1,907,1750
2326,32,70,2,1,1,838,4300
2327,29,53,1,1,0,914,1600
2328,22,41,1,1,1,900,2100
2329,7,47,1,1,1,618,2299
2330,46,100,3,3,2,1500,5800
2331,43,55,2,1,1,510,2000
2332,32,50,1,1,1,750,3500
2333,1,49,1,1,1,260,1600
2334,13,90,2,3,2,900,3200
2335,21,35,1,1,1,573,1600
2336,29,75,3,2,1,700,1600
2337,21,50,2,1,1,838,2600
2338,2,164,4,4,2,1650,5900
2339,29,55,3,1,1,509,1050
2340,29,35,1,1,0,200,1000
2341,29,105,3,3,1,867,2900
