,District,Area (m²),Bedrooms,Bathrooms,Garage Cars,Condominium Fee (R$),Rent (R$)
3874,16,98,2,3,1,1174,5500
3875,23,60,2,2,1,660,2730
3876,2,40,1,1,0,552,1200
3877,46,66,2,2,1,935,2950
3878,3,90,2,2,2,952,4800
3879,29,49,2,1,0,100,1200
3880,39,55,2,1,1,450,2100
3881,40,52,2,1,1,0,2500
3882,24,40,1,1,1,615,1200
3883,31,106,3,2,1,1032,2600
3884,49,67,1,1,1,1200,5500
3885,1,94,3,3,2,750,3200
3886,3,37,1,1,1,780,3500
3887,21,44,1,1,1,970,1800
3888,31,117,3,4,2,1625,4190
3889,46,80,3,3,2,1450,1800
3890,36,35,1,1,1,1300,1350
3891,32,153,3,3,1,1400,3500
3892,23,54,2,2,2,734,3000
3893,27,148,2,3,2,1317,4700
3894,39,47,1,1,1,700,2100
3895,2,42,1,1,0,415,2200
3896,46,85,2,1,1,798,3300
3897,21,85,1,1,1,1418,3000
3898,50,72,2,1,1,530,1950
3899,35,76,2,2,1,850,3300
3900,39,75,2,1,0,467,2000
3901,12,35,1,1,0,470,1500
3902,29,60,1,2,1,430,2000
3903,29,85,3,2,2,690,3700
3904,46,100,2,2,1,925,2100
3905,29,40,1,1,0,0,700
3906,26,54,2,3,1,718,3800
3907,29,67,3,1,1,364,1500
3908,29,56,2,2,1,553,2200
3909,22,60,1,2,1,895,2700
3910,32,70,3,3,1,1032,2700
3911,24,38,2,1,0,330,1950
3912,44,120,3,3,2,1000,3100
3913,39,128,3,3,3,1286,3500
3914,29,48,2,1,1,350,950
3915,40,68,2,2,1,528,1850
3916,29,62,3,1,1,540,1750
3917,3,112,3,3,2,1250,3800
3918,21,70,2,2,1,392,2300
3919,10,104,4,4,2,980,3900
3920,5,50,2,1,1,307,2500
3921,26,66,2,2,1,936,2100
3922,29,48,2,1,1,267,1600
3923,29,52,2,1,1,671,1250
3924,2,75,2,1,0,300,1600
3925,18,58,2,1,2,402,1500
3926,29,60,2,1,1,460,1900
3927,16,78,3,2,1,1030,3500
3928,29,76,3,3,2,1061,2000
3929,29,100,3,1,2,950,5500
3930,3,117,3,5,2,1220,6800
3931,31,35,1,1,1,650,3000
3932,29,58,2,1,1,559,1480
3933,15,82,2,2,2,560,1600
3934,29,67,3,2,2,456,1500
3935,10,82,2,2,1,495,2000
3936,49,66,1,2,1,500,2300
3937,35,42,1,1,1,551,1900
3938,26,60,2,2,1,890,2550
3939,49,75,2,2,1,1106,2200
3940,26,70,2,3,1,780,4620
3941,7,75,2,2,1,811,2300
3942,38,52,2,2,1,720,1500
3943,17,50,2,1,1,630,1470
3944,12,50,1,1,0,600,2000
3945,29,49,2,1,1,188,1350
3946,29,127,3,5,3,1400,2540
3947,38,90,3,2,2,968,2900
3948,29,53,2,1,1,350,1600
3949,14,55,2,2,1,1400,2000
3950,46,150,3,4,3,1412,5000
3951,49,70,2,1,1,839,2300
3952,32,51,2,1,1,800,2970
3953,49,48,1,1,1,900,3200
3954,50,95,3,1,2,950,2500
3955,48,40,1,1,1,955,2100
3956,29,42,1,1,1,620,1380
3957,3,91,3,2,2,950,7300
3958,29,43,2,1,1,278,1200
3959,3,78,2,2,2,1200,6900
3960,33,108,3,2,2,920,3800
3961,3,58,2,2,1,710,3400
3962,35,72,2,1,0,600,2000
3963,31,130,3,2,2,1005,3800
3964,1,40,1,1,1,470,2200
3965,32,62,2,2,1,830,4000
3966,8,48,1,2,1,550,1900
3967,44,70,2,1,1,710,2900
3968,43,77,2,2,1,803,2900
3969,21,84,2,3,1,1490,4750
3970,38,60,2,2,1,720,2500
3971,21,80,2,2,0,659,2450
3972,29,45,2,1,1,330,1100
3973,43,128,3,2,2,1180,4600
3974,21,45,2,1,1,837,2300
3975,36,75,3,2,1,718,2330
3976,3,87,2,2,1,611,3000
3977,29,74,3,2,1,500,1700
3978,21,120,4,3,1,1488,4000
3979,2,100,2,2,1,850,2100
3980,29,70,3,2,1,450,2300
3981,21,110,3,3,1,1200,4500
3982,3,52,2,2,1,843,2500
3983,26,125,3,4,2,1250,8500
3984,5,75,3,3,2,998,2000
3985,29,62,2,4,2,571,1490
3986,48,65,2,2,1,629,2600
3987,10,95,3,3,2,682,6200
3988,31,40,1,1,0,203,1500
3989,49,60,2,2,1,850,4500
3990,12,60,2,1,1,723,2700
3991,44,36,1,1,1,758,1900
3992,16,50,1,1,1,728,2600
3993,29,75,3,2,1,590,1600
3994,29,55,2,1,1,500,1300
3995,29,92,3,2,3,950,2500
3996,16,98,2,2,1,930,3600
3997,29,34,1,1,1,830,2500
3998,36,60,2,1,1,750,1750
3999,29,32,1,1,0,150,1150
4000,16,109,2,4,2,1400,7000
4001,39,40,1,1,1,460,2800
4002,37,78,2,2,1,1100,1850
4003,29,48,2,1,1,466,1150
4004,29,160,4,4,2,1530,3950
4005,30,120,2,2,0,850,2500
4006,32,64,2,1,1,710,2500
4007,17,50,2,2,1,552,2500
4008,26,56,1,1,1,845,4300
4009,2,45,1,1,1,578,1500
4010,13,36,1,1,1,551,1500
4011,5,48,2,1,1,440,1300
4012,30,124,3,3,2,1100,6000
4013,3,63,2,2,1,700,3300
4014,29,165,3,4,3,1,7050
4015,29,49,2,1,1,350,1100
4016,46,80,3,1,3,1205,3500
4017,2,47,2,1,1,900,3400
4018,7,82,2,2,1,1149,2000
4019,35,38,1,1,1,528,2000
4020,31,70,3,2,1,924,2800
4021,26,50,1,2,1,570,2100
4022,29,75,3,2,1,750,1400
4023,32,50,1,1,1,670,2700
4024,27,69,2,2,2,1007,2000
4025,29,60,2,1,1,420,2000
4026,29,35,1,1,1,695,1850
4027,29,38,1,1,0,0,900
4028,2,32,1,1,1,831,1400
4029,2,83,2,2,1,1045,3200
4030,10,38,1,1,1,482,2300
4031,29,86,2,3,2,820,4300
4032,2,40,1,1,0,0,1900
4033,26,25,1,1,0,460,2500
4034,29,40,1,1,0,0,950
4035,37,60,1,1,1,396,1150
4036,29,70,2,1,1,757,1600
4037,35,95,2,1,1,0,3400
4038,3,47,1,1,1,650,3800
4039,40,48,1,2,1,700,2650
4040,29,51,2,1,1,377,1500
4041,47,53,1,2,1,400,2800
4042,42,42,1,2,1,750,2000
4043,6,50,1,1,0,380,1700
4044,29,142,3,4,3,1600,2900
4045,29,90,2,1,0,0,1700
4046,26,74,2,3,2,832,7000
4047,29,90,2,1,1,920,2400
4048,3,80,3,3,1,843,2700
4049,2,42,1,1,1,650,2500
4050,29,76,2,2,1,679,2700
4051,2,50,2,1,1,790,3490
4052,29,55,2,1,1,320,1400
4053,21,100,2,3,1,1150,6500
4054,17,49,2,1,1,700,1300
4055,1,65,3,1,2,499,2000
4056,29,72,2,1,2,100,1300
4057,39,66,2,2,1,600,1800
4058,33,80,3,3,2,650,3500
4059,29,24,1,1,1,212,1200
4060,16,52,1,2,1,1050,4600
4061,29,45,1,1,0,250,1300
4062,47,84,3,1,2,1303,2300
4063,29,76,3,3,2,816,1850
4064,12,64,2,2,1,700,4200
4065,16,46,1,2,1,1000,2200
4066,32,91,2,2,1,1100,3000
4067,29,40,1,1,0,0,650
4068,26,100,3,1,2,1100,4500
4069,12,30,1,1,0,550,1550
4070,27,50,2,1,1,450,1750
4071,2,108,3,2,1,1037,3500
4072,33,50,1,1,0,150,1500
4073,2,45,1,1,0,510,1500
4074,12,40,1,1,1,590,2250
4075,40,67,3,2,1,652,2000
4076,2,60,2,2,0,600,2500
4077,29,118,3,4,2,1642,5000
4078,46,62,2,2,1,817,2500
4079,42,43,1,1,1,675,2800
4080,34,30,1,1,1,950,2400
4081,42,45,1,1,0,0,1800
4082,29,132,3,5,4,974,5000
4083,29,75,3,1,1,650,1500
4084,29,110,3,3,2,1128,2800
4085,31,42,1,1,1,530,1900
4086,16,90,2,2,1,1020,4200
4087,45,25,1,1,0,700,2100
4088,29,72,2,3,2,650,3200
4089,21,90,2,1,1,0,3200
4090,35,43,1,1,1,554,2240
4091,0,40,1,1,1,561,2290
4092,32,66,1,1,1,785,2500
4093,29,64,2,2,1,500,2600
4094,29,64,2,2,1,490,2530
4095,29,76,2,2,1,1050,2350
4096,37,31,1,1,1,621,1600
4097,29,50,2,1,1,500,2350
4098,32,110,3,2,1,1550,7500
4099,32,52,2,2,1,800,4200
4100,38,68,3,2,1,698,2100
4101,34,48,1,1,1,406,2990
4102,29,61,3,1,1,650,1300
4103,16,100,2,2,1,1300,3200
4104,29,40,1,1,0,0,1600
4105,37,45,1,1,1,383,2400
4106,30,47,1,1,1,660,1600
4107,36,86,3,3,2,1000,1600
4108,10,70,2,2,2,852,4500
4109,29,61,2,1,2,700,1500
4110,29,57,2,2,1,800,1400
4111,29,50,2,1,1,350,1500
4112,29,75,2,1,0,400,1100
4113,32,90,3,3,1,1050,3700
4114,32,60,2,1,0,530,2500
4115,34,58,1,1,0,490,1250
4116,0,40,1,1,1,509,2290
4117,29,50,2,1,1,400,1600
4118,29,65,2,2,1,860,2000
4119,6,64,2,2,1,570,1900
4120,33,53,2,1,1,757,1650
4121,50,69,3,2,1,515,2300
4122,14,97,2,2,1,1147,1900
4123,29,44,2,1,0,0,1300
4124,46,40,1,1,1,650,2200
4125,26,120,3,2,2,1638,4500
4126,29,92,3,2,2,1082,2590
4127,29,64,2,1,1,0,2450
4128,46,42,1,1,0,390,2400
4129,24,35,1,1,0,349,1150
4130,5,88,3,2,2,750,2280
4131,38,104,2,3,2,950,4200
4132,24,20,1,1,0,400,600
4133,21,70,1,1,1,1082,3900
4134,38,69,3,2,1,481,2200
4135,34,41,1,1,1,479,2000
4136,21,113,2,3,2,1400,8000
4137,3,42,1,1,1,605,3000
4138,29,42,2,1,0,0,1450
4139,46,42,1,1,1,410,2500
4140,29,98,3,4,2,532,3400
4141,3,98,2,3,2,1550,8000
4142,46,72,2,2,2,923,4500
4143,3,111,2,4,2,1000,6800
4144,21,60,2,2,1,850,4000
4145,41,45,1,1,1,606,1500
4146,29,62,2,1,1,350,1000
4147,49,50,1,2,1,753,2100
4148,12,32,1,1,1,400,2950
4149,29,70,3,1,1,779,2000
4150,26,40,1,1,1,800,2500
4151,1,82,3,1,1,645,3800
4152,5,14,1,1,0,0,1200
4153,21,100,1,2,2,1350,6000
4154,16,43,1,2,1,960,2560
4155,32,105,2,2,2,1400,7500
4156,12,35,1,1,1,650,2300
4157,37,65,2,1,1,490,2790
4158,7,60,2,3,1,963,2300
4159,26,74,2,1,1,620,1800
4160,38,57,2,2,1,405,2200
4161,45,134,3,2,1,527,3100
4162,5,56,2,1,0,405,1490
4163,29,48,2,1,1,351,649
4164,29,75,2,2,2,902,3600
4165,29,23,1,1,0,0,1401
4166,0,37,1,1,1,530,2160
4167,46,43,1,1,1,317,2100
4168,26,67,2,2,1,922,2300
4169,46,46,1,1,0,230,2000
4170,39,212,2,4,3,0,6500
4171,42,45,1,1,1,420,2000
4172,29,57,2,1,2,550,1500
4173,16,87,3,2,0,656,3000
4174,26,46,1,1,1,706,3700
4175,13,15,1,1,0,450,1300
4176,3,119,3,2,3,1550,7000
4177,49,55,1,1,1,850,4000
4178,11,75,2,2,1,1100,5600
4179,29,50,2,1,2,781,1100
4180,15,62,2,1,1,550,2500
4181,45,83,3,2,2,1150,3600
4182,47,66,2,2,1,800,2000
4183,40,48,2,1,1,0,2600
4184,29,22,1,1,0,361,2100
4185,9,55,2,2,1,630,2100
4186,29,44,1,1,1,798,1100
4187,15,133,3,4,2,1150,5500
4188,48,36,1,1,1,948,2000
4189,15,78,3,3,1,606,2200
4190,2,40,1,1,1,570,1400
4191,29,81,2,2,1,850,3600
4192,49,62,2,1,1,849,1900
4193,10,130,3,4,2,900,6700
4194,26,123,3,4,2,1250,8000
4195,29,63,1,2,1,350,2950
4196,46,75,2,2,1,670,5500
4197,29,55,2,1,1,610,2500
4198,29,56,2,1,1,135,1000
4199,3,100,3,2,1,790,3200
4200,46,82,2,2,1,810,2000
4201,35,35,1,1,0,500,1300
4202,3,63,2,1,1,812,2000
4203,29,62,2,2,1,500,2400
4204,26,120,4,4,2,1156,5600
4205,26,76,2,2,1,810,2800
4206,17,57,3,1,1,380,1600
4207,2,40,1,1,1,405,2100
4208,26,62,2,2,1,1150,3000
4209,15,40,1,1,1,567,2200
4210,10,65,2,2,1,615,2650
4211,25,25,1,1,0,350,1900
4212,26,48,1,2,1,949,3180
4213,29,94,3,3,4,915,3000
4214,2,70,1,2,0,400,2600
4215,26,100,2,3,2,850,6200
4216,28,63,3,2,1,450,2500
4217,29,25,1,1,0,190,900
4218,20,50,2,1,1,560,1500
4219,26,55,1,1,1,720,3450
4220,29,126,4,5,2,1500,2900
4221,32,80,2,2,1,625,2700
4222,37,115,3,3,2,900,5000
4223,33,40,1,1,1,530,2100
4224,49,56,2,1,1,1225,1800
4225,29,70,2,1,2,970,2700
4226,39,52,2,1,1,555,1900
4227,29,70,3,2,1,377,1800
4228,2,32,1,1,0,375,1500
4229,10,80,2,2,2,800,5650
4230,41,30,1,1,0,380,1200
4231,21,118,3,3,2,1282,3500
4232,44,175,4,5,2,1596,6500
4233,28,44,1,1,0,280,1150
4234,27,67,2,2,2,700,2750
4235,48,85,2,2,1,834,4000
4236,3,63,2,1,1,750,2800
4237,32,80,3,2,1,1124,2250
4238,13,26,1,1,0,201,1550
4239,3,75,2,2,2,1200,6900
4240,29,55,2,1,1,815,1200
4241,12,33,1,1,1,383,2500
4242,32,54,2,1,0,451,2400
4243,39,40,1,1,0,100,1380
4244,32,62,2,2,1,950,3000
4245,3,130,3,4,2,1480,5000
4246,29,98,3,1,2,800,4500
4247,46,84,2,2,1,302,2100
4248,29,69,2,1,1,800,3000
4249,49,56,2,2,2,1130,2750
4250,36,25,1,1,0,0,1000
4251,32,72,2,2,1,960,2700
4252,26,81,2,3,2,994,6500
4253,16,60,1,1,1,1100,2100
4254,31,65,2,2,2,990,3400
4255,26,55,2,2,2,780,3300
4256,46,102,3,3,2,850,4800
4257,42,65,2,2,2,1032,2500
4258,29,72,3,2,2,565,2485
4259,5,68,3,2,1,850,1300
4260,31,137,4,4,3,1700,7000
4261,16,38,1,1,1,770,1990
4262,38,75,3,2,1,900,2100
4263,26,116,3,4,2,1200,7200
4264,32,70,2,1,1,800,4500
4265,29,64,2,1,0,310,1000
4266,36,41,1,1,1,639,2200
4267,3,70,3,3,1,836,2200
4268,31,42,1,1,1,561,2400
4269,29,54,2,1,1,560,1600
4270,32,57,1,2,0,750,4000
4271,27,34,1,1,1,500,1300
4272,29,107,3,3,2,1150,2300
4273,49,75,2,2,1,1106,2200
4274,33,48,2,2,1,600,2500
4275,10,64,2,2,2,650,3800
4276,23,93,3,3,2,813,4000
4277,29,75,2,2,1,917,2800
4278,40,106,3,3,2,0,6500
4279,22,61,2,1,2,1089,2740
4280,38,70,2,2,1,653,1850
4281,29,18,1,1,1,150,1000
4282,25,27,1,1,0,280,1650
4283,46,110,3,2,1,828,4070
4284,7,32,1,1,1,1400,800
4285,45,25,1,1,0,700,2100
4286,2,120,2,2,0,603,2200
4287,29,126,3,5,3,1300,4500
4288,49,89,3,2,2,914,6170
4289,46,70,2,2,1,1270,2800
4290,29,50,2,1,1,430,1300
4291,29,110,3,3,2,1040,3900
4292,29,55,2,1,0,0,1250
4293,25,33,1,1,1,645,1600
4294,43,106,3,3,2,955,4300
4295,29,51,1,1,1,620,3189
4296,42,115,4,4,3,1350,4200
4297,30,60,1,1,0,491,2600
4298,1,112,3,4,2,1100,5600
4299,0,75,3,3,2,807,2800
4300,3,73,2,3,1,615,4100
4301,39,70,2,2,2,732,2400
4302,46,90,2,1,0,130,1800
4303,36,60,3,1,0,200,1600
4304,44,48,1,1,1,454,2600
4305,44,65,2,1,1,532,1500
4306,29,56,2,1,1,140,900
4307,9,95,2,2,0,890,2600
4308,36,62,2,1,1,735,1750
4309,38,38,1,2,1,497,1800
4310,39,148,3,5,3,1150,8000
4311,2,40,2,1,1,450,2700
4312,32,120,3,3,2,1300,5000
4313,45,134,3,1,1,526,3100
4314,15,126,3,2,1,230,2500
4315,29,52,2,1,1,740,1700
4316,7,47,1,1,1,574,2600
4317,9,40,1,1,1,590,1700
4318,7,41,1,1,1,850,3200
4319,29,50,2,1,1,0,1500
4320,6,40,1,1,0,298,1000
4321,21,173,3,3,1,1500,6900
4322,24,49,2,1,1,222,1600
4323,29,45,1,1,0,50,1300
4324,29,30,1,1,0,334,550
4325,29,60,2,1,1,0,2000
4326,6,60,2,1,0,300,1300
4327,39,130,2,2,2,800,5700
4328,46,46,1,1,1,0,4100
4329,29,75,3,2,1,0,3300
4330,32,75,2,2,1,793,3900
4331,10,70,2,2,2,852,4500
4332,29,73,2,1,1,1120,4500
4333,11,31,1,1,1,525,2200
4334,29,56,2,1,1,365,1300
4335,42,65,2,2,1,1167,1900
4336,22,46,1,1,1,550,1900
4337,29,84,3,3,2,1263,2300
4338,50,33,1,1,0,75,1350
4339,42,121,3,5,2,1683,3900
4340,35,52,2,1,1,386,2300
4341,2,55,1,1,0,374,3000
4342,29,40,2,1,1,480,2200
4343,29,76,2,2,1,640,2700
4344,16,40,1,1,0,0,4500
4345,21,130,2,4,2,1680,8000
4346,16,100,2,2,1,799,3100
4347,29,40,2,1,0,117,1200
4348,5,47,2,1,1,699,1100
4349,2,53,1,1,0,392,1350
4350,16,45,1,1,1,908,2300
4351,39,69,2,2,1,450,2200
4352,11,105,2,3,2,1149,6600
4353,2,39,1,1,1,450,2600
4354,49,110,3,3,1,950,3300
4355,21,100,2,3,1,1150,4500
4356,39,75,2,2,2,800,3300
4357,34,49,1,1,1,550,2850
4358,29,32,1,1,1,560,1250
4359,29,61,3,1,1,749,1400
4360,29,60,2,2,1,900,3200
4361,21,99,2,3,0,876,3400
4362,32,80,3,2,1,820,3200
4363,10,65,2,2,1,741,4500
4364,28,125,3,2,2,1080,2800
4365,7,80,2,2,3,900,5200
4366,29,90,3,2,2,1450,3500
4367,43,110,3,4,2,980,4300
4368,29,37,1,1,1,576,1700
4369,7,45,1,2,1,352,3000
4370,14,90,3,3,1,1301,3000
4371,29,70,2,1,1,650,1600
4372,29,65,3,2,1,322,928
4373,16,158,3,3,1,1340,5350
4374,36,102,3,4,2,1300,2000
4375,29,48,2,1,1,0,1200
4376,2,40,1,1,1,508,2400
4377,38,70,2,2,1,747,2000
4378,49,79,2,1,1,530,2200
4379,29,121,1,1,0,771,1200
4380,10,106,3,2,2,1100,5485
4381,12,42,1,1,0,404,1270
4382,38,130,4,2,3,750,5700
4383,3,80,2,2,2,800,5650
4384,29,39,2,1,0,120,1000
4385,29,148,4,5,3,1700,4000
4386,46,123,3,3,1,1100,3400
4387,40,100,3,2,2,948,2990
4388,32,75,2,2,2,1100,2800
4389,29,37,1,1,1,515,2000
4390,29,53,2,1,2,535,1915
4391,39,59,2,2,1,465,3000
4392,16,60,1,1,1,757,1900
4393,29,117,3,3,3,1309,3500
4394,22,130,2,3,1,1200,5000
4395,21,87,2,2,2,1670,7500
4396,21,104,3,3,1,1400,3200
4397,38,58,2,2,1,780,1650
4398,29,50,2,1,0,150,1300
4399,44,95,3,3,2,1068,5200
4400,32,30,1,1,0,0,3200
4401,29,64,1,2,1,1058,4000
4402,29,98,2,2,1,823,2300
4403,12,24,1,1,0,260,2500
4404,29,68,2,2,2,840,1700
4405,26,90,3,4,2,1182,3800
4406,29,128,4,4,2,1050,5500
4407,47,50,2,1,1,636,1300
4408,1,33,1,1,1,393,2300
4409,29,66,1,2,2,600,3800
4410,17,55,2,1,1,550,1650
4411,35,31,1,1,0,350,1200
4412,48,72,2,2,2,1095,5400
4413,29,68,2,2,1,800,2000
4414,32,35,1,1,1,460,3400
4415,29,72,2,2,2,750,4000
4416,29,38,2,1,0,100,1300
4417,26,74,2,2,1,638,1500
4418,40,38,1,1,1,379,1490
4419,14,75,2,2,1,1093,2400
4420,26,31,1,1,1,1700,1260
4421,29,56,2,1,1,574,1400
4422,15,55,2,1,1,696,1700
4423,43,55,2,1,1,785,1500
4424,29,45,1,1,1,536,1800
4425,42,57,2,2,1,728,3350
4426,42,65,2,2,1,720,3400
4427,25,68,2,1,0,670,1900
4428,29,62,2,1,1,969,1950
4429,9,24,1,1,1,620,1700
4430,32,60,3,1,1,383,2400
4431,5,38,2,1,1,300,1300
4432,32,42,1,1,1,700,2000
4433,26,115,3,3,2,1100,5000
4434,29,83,2,2,2,550,2500
4435,5,57,2,2,2,1100,1600
4436,32,50,1,1,0,651,2700
4437,7,43,1,1,1,654,2450
4438,6,50,1,1,1,526,1300
4439,12,80,2,2,1,879,2490
4440,29,85,2,3,2,897,4800
4441,23,53,2,1,1,400,2200
4442,27,57,2,1,1,720,1870
4443,9,107,3,3,1,1382,4000
4444,28,40,1,1,0,180,1300
4445,29,67,2,2,2,750,4000
4446,21,48,1,1,1,950,2045
4447,16,90,3,3,1,861,3400
4448,46,89,2,2,1,890,2000
4449,32,47,1,1,1,650,2780
4450,2,40,1,1,0,408,1600
4451,32,52,2,2,1,820,4200
4452,21,45,1,1,1,837,2200
4453,35,65,1,1,0,572,1200
4454,3,86,3,2,2,900,3900
4455,29,55,1,1,2,770,3990
4456,46,70,2,1,0,310,1900
4457,46,75,2,3,1,980,2400
4458,4,70,3,2,1,481,2300
4459,13,33,1,1,1,520,1990
4460,2,81,2,1,0,768,2800
4461,16,67,2,2,0,1043,1900
4462,29,50,1,1,0,589,690
4463,21,57,1,1,1,1600,3380
4464,10,37,1,1,1,512,2300
4465,26,80,2,2,1,0,5000
4466,12,35,1,1,1,304,2676
4467,35,84,2,2,1,950,2500
4468,46,100,3,1,2,600,4500
4469,29,70,2,2,1,446,2500
4470,13,127,3,2,1,1400,4000
4471,26,65,2,1,1,410,3800
4472,39,29,1,1,0,138,1450
4473,29,90,2,2,1,577,2200
4474,29,76,3,1,1,840,1800
4475,11,55,2,2,1,962,2500
4476,3,68,2,3,1,1031,2664
4477,11,70,2,1,2,840,4200
4478,48,43,1,1,1,800,2500
4479,29,55,2,1,1,0,1490
4480,45,61,2,2,1,850,5100
4481,2,75,1,2,1,1500,4300
4482,30,56,2,1,1,1129,2900
4483,7,50,1,1,1,420,3100
4484,29,95,3,3,2,1056,2600
4485,13,122,3,2,2,1690,5500
4486,26,73,2,1,1,960,2400
4487,47,74,3,2,1,635,2200
4488,7,75,2,3,1,1100,1700
4489,26,86,2,1,2,749,3700
4490,44,85,3,2,2,980,4500
4491,31,42,1,1,1,600,2000
4492,49,51,2,1,1,700,3150
4493,34,23,1,1,0,248,1150
4494,9,121,3,3,1,1515,7700
4495,3,37,1,1,1,0,2800
4496,30,77,2,3,1,1223,2300
4497,32,64,2,2,2,1290,2500
4498,40,48,2,1,1,410,1790
4499,29,67,2,1,1,322,1150
4500,49,62,1,2,1,1500,4850
4501,32,60,2,2,1,800,4500
4502,0,34,1,1,1,608,1980
4503,43,80,2,1,1,700,1500
4504,13,62,2,2,1,970,3000
4505,46,55,2,1,1,802,1800
4506,32,75,2,2,2,790,4400
4507,43,94,3,3,1,600,3600
4508,21,45,1,1,1,750,2500
4509,16,67,2,2,0,1012,3700
4510,16,71,2,2,2,1053,4950
4511,29,50,2,1,1,267,1350
4512,46,36,1,1,1,600,2050
4513,38,34,1,1,1,560,1700
4514,29,238,4,6,4,1535,9000
4515,9,100,2,3,1,1638,6000
4516,41,30,1,1,0,470,1100
4517,31,45,1,1,1,554,2250
4518,29,67,2,2,1,780,2200
4519,47,116,3,5,3,1500,3300
4520,29,63,2,2,1,700,1142
4521,41,37,1,1,1,305,2145
4522,42,60,2,2,1,1193,1600
4523,15,37,1,1,0,0,1650
4524,16,90,2,2,1,1006,6500
4525,49,74,2,1,0,786,2500
4526,12,40,1,1,1,635,1400
4527,2,100,3,2,1,980,2400
4528,4,55,2,1,1,405,1550
4529,49,50,1,1,1,707,2695
4530,2,28,1,1,0,374,1100
4531,32,110,3,1,0,395,2000
4532,33,72,2,2,2,845,2300
4533,0,167,3,2,1,1150,3000
4534,29,70,2,2,1,375,2300
4535,29,47,2,1,1,0,1480
4536,46,86,2,2,1,944,2600
4537,29,50,2,1,1,580,1620
4538,16,90,2,3,1,965,3500
4539,29,52,2,1,1,0,1250
4540,3,70,2,2,1,600,4922
4541,29,96,3,2,1,750,3300
4542,46,70,2,2,1,770,2500
4543,5,60,4,2,0,0,2090
4544,4,50,2,1,1,370,1600
4545,36,123,3,3,2,1395,2100
4546,9,40,1,1,0,370,1650
4547,0,20,1,1,0,267,990
4548,30,95,2,1,1,1020,2080
4549,47,86,3,3,2,0,4100
4550,10,50,2,1,1,510,2800
4551,17,60,2,1,1,450,1400
4552,26,92,3,4,2,1089,3800
4553,46,84,2,1,1,1250,1700
4554,50,50,2,2,1,495,1650
4555,5,17,1,1,0,0,1350
4556,26,165,3,4,2,1400,6000
4557,27,81,3,3,2,750,3050
4558,12,51,1,1,1,550,3000
4559,2,50,1,1,0,280,1300
4560,42,99,2,3,2,966,4600
4561,44,83,3,3,2,950,3500
4562,46,42,1,1,1,735,2000
4563,38,42,2,1,1,0,1990
4564,29,60,2,1,2,690,1200
4565,49,70,1,2,1,1000,5240
4566,46,84,3,1,1,580,2700
4567,0,45,1,1,1,589,1500
4568,29,47,2,1,1,385,1750
4569,38,55,2,1,1,562,2300
4570,29,97,3,2,2,1018,2300
4571,39,100,3,3,2,660,3500
4572,33,46,1,1,1,586,2300
4573,29,64,2,2,1,805,1400
4574,16,105,3,3,1,1290,3900
4575,2,36,1,1,1,590,2130
4576,2,28,1,1,1,521,1300
4577,27,42,1,1,1,650,1700
4578,0,46,1,1,1,451,1000
4579,29,80,3,2,1,0,2100
4580,29,67,2,1,1,441,2100
4581,29,85,2,2,2,1404,5800
4582,29,59,2,1,0,650,1500
4583,29,42,2,1,1,550,950
4584,2,68,2,1,1,684,1500
4585,49,35,1,1,1,858,3000
4586,32,50,2,1,1,800,2500
4587,29,49,2,1,1,350,1900
4588,29,58,2,1,1,580,1290
4589,29,49,2,1,1,240,1010
4590,32,59,1,1,1,800,4100
4591,42,98,3,4,2,966,5500
4592,29,102,2,1,1,333,1000
4593,29,50,2,1,1,400,1300
4594,32,50,1,1,0,208,1500
4595,29,66,1,2,1,750,3500
4596,46,115,3,3,3,1600,3500
4597,29,97,3,2,2,0,3500
4598,29,40,1,1,1,502,1550
4599,39,47,1,1,1,686,2100
4600,3,96,3,2,2,1150,5300
4601,39,54,2,2,1,730,1800
4602,48,80,2,2,1,1000,3500
4603,36,100,3,3,2,1300,2500
4604,13,40,1,1,0,500,1600
4605,29,32,2,1,0,190,1200
4606,16,100,3,2,1,1100,4500
4607,21,70,1,1,1,1600,6500
4608,13,30,1,1,1,450,2550
4609,29,42,2,1,1,100,1200
4610,28,60,3,2,1,550,2000
4611,47,113,2,4,2,1100,4300
4612,3,75,2,2,1,1061,2600
4613,40,95,2,1,2,802,3300
4614,30,52,2,2,1,589,1800
4615,29,55,2,1,1,612,1300
4616,32,83,1,1,2,950,5500
4617,35,63,2,2,1,890,2500
4618,12,30,1,1,0,415,1900
4619,29,87,3,3,1,900,1600
4620,29,43,2,1,1,0,1950
4621,15,153,3,4,3,1250,5500
4622,26,87,2,3,2,1573,4300
4623,48,70,1,1,0,230,1800
4624,26,75,2,2,2,1067,4550
4625,33,84,2,2,1,636,2200
4626,29,47,2,1,0,25,1000
4627,26,78,1,2,1,1160,3492
4628,29,60,2,1,1,650,1400
4629,29,55,2,1,1,907,2009
4630,29,110,3,4,3,1396,6700
4631,27,60,2,2,1,900,1750
4632,7,60,1,2,1,752,3635
4633,49,98,2,1,2,950,5000
4634,29,52,2,1,1,391,2300
4635,29,52,2,1,1,340,1200
4636,30,104,3,2,1,1047,3900
4637,21,90,2,3,1,1346,3500
4638,13,41,1,1,1,788,2300
4639,14,51,2,2,1,0,4500
